Time,EcoregionName,EcoregionIndex,NumSites,AGB,
94, eco18,13,2972,36716.2, 
94, eco19,14,2108,36019.9, 
94, eco20,15,39,35401.6, 
94, eco21,16,98,34585.7, 
94, eco22,17,695,40838.7, 
94, eco23,18,688,35759.4, 
94, eco24,19,567,36365.8, 
94, eco25,20,12,32557.9, 
94, eco26,21,860,31976, 
94, eco27,22,878,32766.3, 
94, eco28,23,746,34178, 
94, eco29,24,2644,34512.4, 
94, eco30,25,39,35746.1, 
95, eco1,0,32,35377.1, 
95, eco2,1,1239,28935.7, 
95, eco3,2,689,38074.5, 
95, eco4,3,23,34853.8, 
95, eco6,4,3,38976.3, 
95, eco7,5,44,33826.7, 
95, eco8,6,6,32433.5, 
95, eco10,7,1861,33877, 
95, eco11,8,554,33555.4, 
95, eco12,9,71,36346.9, 
95, eco14,10,1,30768, 
95, eco16,11,3333,36232.6, 
95, eco17,12,7434,41809.6, 
95, eco18,13,2972,36783.5, 
95, eco19,14,2108,36100.3, 
95, eco20,15,39,35453.8, 
95, eco21,16,98,34722.7, 
95, eco22,17,695,40883.9, 
95, eco23,18,688,35820.3, 
95, eco24,19,567,36452.1, 
95, eco25,20,12,32675.1, 
95, eco26,21,860,32070.2, 
95, eco27,22,878,32873.8, 
95, eco28,23,746,34278.7, 
95, eco29,24,2644,34592.4, 
95, eco30,25,39,35813.2, 
96, eco1,0,32,35421.8, 
96, eco2,1,1239,29113.4, 
96, eco3,2,689,38090.9, 
96, eco4,3,23,34907.4, 
96, eco6,4,3,39019.3, 
96, eco7,5,44,33895.3, 
96, eco8,6,6,32523.2, 
96, eco10,7,1861,33937.1, 
96, eco11,8,554,33611.9, 
96, eco12,9,71,36395.3, 
96, eco14,10,1,30902, 
96, eco16,11,3333,36303.7, 
96, eco17,12,7434,41858.2, 
96, eco18,13,2972,36849.3, 
96, eco19,14,2108,36179.5, 
96, eco20,15,39,35503.9, 
96, eco21,16,98,34857, 
96, eco22,17,695,40927.6, 
96, eco23,18,688,35879.9, 
96, eco24,19,567,36536.8, 
96, eco25,20,12,32781.4, 
96, eco26,21,860,32163.1, 
96, eco27,22,878,32976.1, 
96, eco28,23,746,34374.4, 
96, eco29,24,2644,34668.9, 
96, eco30,25,39,35883, 
97, eco1,0,32,35469.1, 
97, eco2,1,1239,29286.8, 
97, eco3,2,689,38105.7, 
97, eco4,3,23,34954.3, 
97, eco6,4,3,39061.3, 
97, eco7,5,44,33959, 
97, eco8,6,6,32603.7, 
97, eco10,7,1861,33994.6, 
97, eco11,8,554,33664.3, 
97, eco12,9,71,36442, 
97, eco14,10,1,31005, 
97, eco16,11,3333,36372.3, 
97, eco17,12,7434,41905.7, 
97, eco18,13,2972,36914.3, 
97, eco19,14,2108,36256.1, 
97, eco20,15,39,35548.7, 
97, eco21,16,98,34986.5, 
97, eco22,17,695,40969.6, 
97, eco23,18,688,35938.6, 
97, eco24,19,567,36620.4, 
97, eco25,20,12,32890.3, 
97, eco26,21,860,32254, 
97, eco27,22,878,33076.2, 
97, eco28,23,746,34465.2, 
97, eco29,24,2644,34742.3, 
97, eco30,25,39,35949.6, 
98, eco1,0,32,35511.8, 
98, eco2,1,1239,29455.5, 
98, eco3,2,689,38118.1, 
98, eco4,3,23,34997, 
98, eco6,4,3,39098.7, 
98, eco7,5,44,34023.3, 
98, eco8,6,6,32680.3, 
98, eco10,7,1861,34050, 
98, eco11,8,554,33715.5, 
98, eco12,9,71,36489, 
98, eco14,10,1,31122, 
98, eco16,11,3333,36438.4, 
98, eco17,12,7434,41952.6, 
98, eco18,13,2972,36978.1, 
98, eco19,14,2108,36329.8, 
98, eco20,15,39,35590.8, 
98, eco21,16,98,35108.4, 
98, eco22,17,695,41009.8, 
98, eco23,18,688,35996.1, 
98, eco24,19,567,36701.9, 
98, eco25,20,12,32993.8, 
98, eco26,21,860,32342.6, 
98, eco27,22,878,33173.4, 
98, eco28,23,746,34551.6, 
98, eco29,24,2644,34812.8, 
98, eco30,25,39,36017.7, 
99, eco1,0,32,35551.9, 
99, eco2,1,1239,29617.3, 
99, eco3,2,689,38129.7, 
99, eco4,3,23,35041.4, 
99, eco6,4,3,39140, 
99, eco7,5,44,34083.5, 
99, eco8,6,6,32743, 
99, eco10,7,1861,34103.4, 
99, eco11,8,554,33763, 
99, eco12,9,71,36535.9, 
99, eco14,10,1,31221, 
99, eco16,11,3333,36502.2, 
99, eco17,12,7434,41999, 
99, eco18,13,2972,37039.6, 
99, eco19,14,2108,36402, 
99, eco20,15,39,35633.1, 
99, eco21,16,98,35226.1, 
99, eco22,17,695,41049.1, 
99, eco23,18,688,36053, 
99, eco24,19,567,36781.7, 
99, eco25,20,12,33095.1, 
99, eco26,21,860,32429.8, 
99, eco27,22,878,33266.4, 
99, eco28,23,746,34635.2, 
99, eco29,24,2644,34881.1, 
99, eco30,25,39,36083.3, 
100, eco1,0,32,35595.4, 
100, eco2,1,1239,29774.1, 
100, eco3,2,689,38138.9, 
100, eco4,3,23,35082.9, 
100, eco6,4,3,39183.3, 
100, eco7,5,44,34143, 
100, eco8,6,6,32804.2, 
100, eco10,7,1861,34154.9, 
100, eco11,8,554,33808.1, 
100, eco12,9,71,36583.7, 
100, eco14,10,1,31332, 
100, eco16,11,3333,36562.1, 
100, eco17,12,7434,42044.6, 
100, eco18,13,2972,37099.7, 
100, eco19,14,2108,36471.6, 
100, eco20,15,39,35673.5, 
100, eco21,16,98,35341, 
100, eco22,17,695,41087.2, 
100, eco23,18,688,36109, 
100, eco24,19,567,36860.8, 
100, eco25,20,12,33186.2, 
100, eco26,21,860,32513.1, 
100, eco27,22,878,33355.3, 
100, eco28,23,746,34715.7, 
100, eco29,24,2644,34946.5, 
100, eco30,25,39,36149.6, 
